"CUISINE_ID","DISH_LIKED","CUISINES"
2582,"Mysore Pak, Cocktails, Burgers, Pork Ribs, Fish, Mocktails, Beer","American, European"
2583,"Donut, Chocolate Truffle, Rainbow Cake, Cup Cake, Sandwiches, Eggless Cake, Cheesecake","Desserts, Bakery"
2584,"Noodles, Spring Roll, Dragon Chicken, Hunan Chicken, Lung Fung Soup, Prawn, Chop Suey","Chinese, Thai"
2585,"Rolls, Momos, Masala Fries, Kulfi, French Fries, Egg Roll, Paneer Roll","Fast Food, Rolls, Momos"
2586,"Vegetable Biryani, Chicken Biryani, Raita, Chicken Kebab, Hyderabadi Biryani, Fish Biryani, Paneer Biryani","Biryani"
2587,"\N","Arabian, South Indian"
2588,"Pasta, Salads, Mousse, Brownie, Chicken Sandwich, Fish Grill, Lunch Buffet","Italian, Chinese, Continental, North Indian, Seafood, Thai"
2589,"Biryani","Fast Food, North Indian"
2590,"Dal Makhani, Paratha, Brownie, Salad, Masala Lemonade, Chicken Biryani, Salads","North Indian, Mughlai, Fast Food"
2591,"\N","South Indian, North Indian, Chinese, Seafood"
2592,"\N","North Indian, Biryani, Arabian"
2593,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian"
2594,"Panneer Butter Masala, Brownie Chocolate, Dhokla, Pav Bhaji, Mushroom Manchurian, Enchiladas, Kachori","Chinese, North Indian, South Indian, Street Food, Fast Food"
2595,"Chaat, Pav Bhaji, Biryani, Lassi, Mocktails, Dahipuri, Lemongrass Mocktail","North Indian, Chinese, Continental"
2596,"Cocktails","Continental, Chinese"
2597,"\N","Andhra, Biryani, Beverages, Kebab"
2598,"Rolls, Chilli Chicken, Biryani, Seekh Kebab, Naan, Rumali Roti, Burgers","North Indian, Chinese, Fast Food"
2599,"Biryani","North Indian, Chinese, Biryani"
2600,"Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe"
2601,"Coffee, Burgers, Croissants, Cheesecake, Pasta, Sandwich, Spaghetti","Cafe, Desserts"
2602,"Biryani, Gulab Jamun, Raita","Biryani"
2603,"Biryani, Chicken Curry, Kerala Parotta, Appam, Chicken Grill","North Indian, Chinese"
2604,"Peri Peri Chicken, Nachos, Cocktails, Pizza, Pasta, Beef Teriyaki, Tikka","Continental, Asian, Modern Indian"
2605,"Chicken Wings, Murgh Ghee Roast, Paneer Tikka","North Indian, Chinese, Mangalorean"
2606,"\N","North Indian, South Indian, Seafood, Chinese"
2607,"Salads, Salad, Veg Platter, Lunch Buffet, Kadai Paneer, Mint Masala, Veg Buffet","Chinese, North Indian"
2608,"Salads, Mint Masala, Breakfast Buffet, Pasta, Spring Roll, Lunch Buffet, Roti","North Indian, Chinese"
2609,"Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu","Pizza, Cafe, Italian"
2610,"Chicken Biryani","Andhra, Biryani, South Indian"
2611,"Potato Fries, Chicken Curry","Fast Food"
2612,"Lemon Rice","South Indian"
2613,"Momos, Chop Suey","Chinese, Momos"
2614,"\N","North Indian, Chinese, Momos"
2615,"Coffee, Roti, Pongal, Idli, Ghee Masala Dosa, Thali, Chaat","South Indian, Fast Food, Street Food"
2616,"Hyderabadi Biryani, Roti, Chicken Dum Biryani, Pepper Chicken, Chicken Masala, Gongura Chicken, Veg Platter","Hyderabadi, North Indian, Chinese, Biryani"
2617,"Spring Roll, Butter Naan, Fish, Haleem, Panneer Butter Masala, Roti, Hyderabadi Chicken Biryani","North Indian, Chinese, Biryani"
2618,"Noodles, Manchow Soup, Dragon Chicken, Crispy Chicken, Prawn, Chicken Spring Rolls, Spring Roll","Chinese, Thai"
2619,"\N","Biryani, Hyderabadi, Chinese"
2620,"Paratha, Rajma","North Indian, Chinese"
2621,"Kheer, Raita, Custard, Rajma Chawal, Gulab Jamun, Aloo Paratha, Chole","North Indian"
2622,"Burgers, Jerk Chicken Salad, Salads, Lemon Mojito, Lemonade, Chicken Patty, Veg Burger","Fast Food"
2623,"Seekh Kebab, Hyderabadi Biryani, Vegetable Biryani, Chicken Biryani, Raita, Kheer, Egg Biryani","Biryani, North Indian"
2624,"\N","Bengali, Fast Food"
2625,"\N","Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices"
2626,"Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails","Continental, Mediterranean, South Indian, North Indian, Asian"
2627,"Paratha, Chaat, Jalebi Rabri, Kheer, Pav Bhaji, Paneer Pakora, Raj Kachori","North Indian, Street Food"
2628,"Sushi, Miso Soup, Steak, Tea, Ramen, Rolls, Tempura","Japanese"
2629,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls","Arabian, Mughlai, Chinese, Kebab, Fast Food"
2630,"Donut, Burgers, Eclair, Hot Chocolate","Burger, Desserts, Fast Food"
2631,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Murgh Makhni","North Indian, Mughlai"
2632,"Mutton Biryani, Thali","North Indian, Biryani, Chinese"
2633,"Burgers, Fries, Schezwan Burger, Maharaja Mac","Burger, Fast Food"
2634,"Roti","North Indian"
2635,"Fish Chilli, Kadhai Paneer, Vegetable Biryani, Chicken Kebab, Veg Thali, Chicken Butter Masala, Butter Naan","North Indian, Andhra"
2636,"Salads, Gulab Jamun, Momos, Pasta, Veg Buffet","BBQ, Biryani, Continental"
2637,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad"
2638,"Rolls, Biryani, Chicken Roll, Chicken Kebab, Mutton Seekh Roll, Keema Roti","North Indian, Chinese, Mughlai, Kebab"
2639,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa","Chinese, Thai"
2640,"Burgers, Aloo Paratha, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese"
2641,"Coffee, Tea, Pasta, Pancakes, Potato Wedges, Waffles, Chicken Slider","Cafe, Continental, American, Desserts"
2642,"Momos","Chinese, Thai, Momos"
2643,"Omelette, Chicken Grill","Fast Food"
2644,"\N","North Indian, South Indian, Kerala, Arabian"
2645,"Garlic Bread, Nachos, Pasta, Thin Crust Pizza, Manali Pizza, Hawaian Pizza","Pizza, Italian"
2646,"Burgers, Sandwiches, Pasta, Moo Burger, Cheesy Fries, Beef Burger, Potato Skins","Cafe, Burger, Italian, Salad"
2647,"\N","Biryani, Kebab, North Indian"
2648,"Cocktails, Fries, Dal Makhani, Panneer Butter Masala, Chicken Nachos","North Indian, Continental, British"
2649,"\N","American, Sandwich"
2650,"Masala Prawn, Kerala Parotta, Crab Soup, Sea Food, Egg Masala, Mutton Soup, Paratha","Chettinad, South Indian"
2651,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza","Italian, Pizza"
2652,"Rajma, Fried Rice, Lassi, Butter Phulkas, Bhindi Fry, Thali, Butter Chicken","North Indian"
2653,"Prompt Service","North Indian, Chinese, Biryani, Rolls"
2654,"\N","Bakery, Juices, Coffee, Tea"
2655,"Sandwich","Salad, Fast Food"
2656,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Biryani, Chinese, Continental, North Indian, Pizza"
2657,"\N","Burger, Juices"
2658,"Sandwiches, Chicken Sandwich, Paneer Sandwich, Fruit Juices, Hot Chocolate, Oreo Shake, Watermelon Juice","Healthy Food, Beverages"
2659,"Cocktails, Pork Dumplings, Pork Steak, Cosmopolitan, Pizza, Mocktails, Chicken Pasta","European, Continental"
2660,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken","North Indian"
2661,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Lassi, Jal-jeera","North Indian, Chinese"
2662,"Gulab Jamun, Raita, Paneer Biryani, Mutton Biryani, Buttermilk, Gosht Biryani, Basmati Rice","Biryani"
2663,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa","Mithai, Street Food"
2664,"Mississippi Mud","Ice Cream"
2665,"Paratha, Roti, Curd Rice, Thali, Tea, Dal Bati, Gajar Halwa","North Indian, Gujarati, Street Food"
2666,"Roast Chicken Pizza, Ricotta Ravioli, Pasta, Berryblast, Paneer Tikka Pizza, Barbeque Chicken Pizza, Mocktails","Pizza, Cafe, Italian"
2667,"Shawarma, Al Faham Chicken, Noodles, Mutton Chops, Chicken Grill, Sweet Lassi, Biryani","Arabian, North Indian, Chinese, Beverages"
2668,"\N","Street Food, Fast Food, Beverages"
2669,"Mutton Biryani","Andhra, South Indian, North Indian"
2670,"Hot Wings, Crispy Chicken, Popcorn Chicken, Rice Bowl, Rice Bowls, Zinger Burger","Burger, Fast Food"
2671,"Lemonade, Manchurian, Vegetable Noodles, French Fries, Veg Hakka Noodles","Asian, Chinese, Thai, Seafood, Momos"
2672,"Noodles, Chicken Lollipop","Chinese"
2673,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Rolls, Chinese"
2674,"Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Beer","Chinese, Continental, North Indian, Burger, Pizza, Seafood"
2675,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Butter Chicken","Biryani, Andhra, North Indian, Chinese"
2676,"Burgers, Hot Wings, Fries","Fast Food, Burger, Pizza"
2677,"Chaat, Pav Bhaji, Buttermilk, Ajwaini Paratha, Raj Kachori, Sev Puri, Bhel Puri","North Indian"
2678,"Pizza, Barbeque Chicken","Pizza, Fast Food"
2679,"Pasta, Lunch Buffet, Butter Chicken, Salads, Bhuna Gosht, Salad, Sea Food","Asian, North Indian, South Indian, Momos"
2680,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken","North Indian, Chinese"
2681,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Mutton Keema, Pasta","Asian, Mediterranean, North Indian, BBQ"
2682,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak"
2683,"Biryani, Tandoori Chicken, Tandoori Roti, Chicken Tikka, Paratha, Salad, Raita","North Indian, Biryani"
2684,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Gol Gappe, Chole Bhature","Street Food, North Indian"
2685,"Thick Shakes, Belgium Chocolate, Triple Choco Chip, Chocolate Thickshake, Brownie Shake, Mango Blast, Belgian Chocolate Shake","Beverages, Juices"
2686,"Chilli Prawns, Barbeque Chicken, Vegetarian, Shawarma, Noodles, Roti, Mutton Biryani","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices"
2687,"Gulab Jamun, Thali, Dal Makhani, Paneer Curry, Rajma","North Indian"
2688,"Pepperoni, Cheesy Pizza","Italian, Pizza"
2689,"Chicken Grill","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages"
2690,"Stuffed Garlic Bread","Pizza, Fast Food"
2691,"Mango Lassi, Tomato Soup, Egg Curry, Chana Masala, Sarson Ka Saag, Butter Chicken, Kadai Paneer","North Indian"
2692,"Cocktails, Andhra Chilli Chicken, Bruschettas, Nachos, Beer, Pizza, Ravioli","North Indian, South Indian, Continental, Asian"
2693,"Burgers, Nachos, Oreo Shake, Veg Sandwich, Veg Burger","Burger, Beverages, Fast Food"
2694,"Luchi, Sweet Corn Veg Soup","North Indian, Bengali, Chinese"
2695,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole","Mithai, Street Food"
2696,"Clear Soup, Manchow Soup, Spring Roll, Chop Suey, Veg Momos, Hunan Chicken, Cantonese Noodles","Chinese, Momos"
2697,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes","Cafe"
2698,"Mutton Biryani, Chicken Biryani","South Indian, Biryani, Chinese, North Indian"
2699,"Burgers, Spaghetti, Beef Burger, Cheesecake, Steak, Chicken Burger, Pasta","Continental, Burger, Cafe, Steak"
2700,"\N","Fast Food, BBQ, Rolls, Arabian, North Indian"
2701,"Shawarma, Mutton Biryani, Angara Kebab, Ghee Rice","Arabian, Mughlai, North Indian, Chinese, Rolls"
2702,"\N","Iranian, Mughlai, Chinese"
2703,"Pan Cake, Nutella Pancakes","Desserts, Cafe"
2704,"\N","Mughlai, Cafe"
2705,"Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese"
2706,"Paratha, Matka Lassi, Rabri, Masala Soda, Chaach, Veg Kolhapuri, Punjabi Lassi","North Indian"
2707,"Momos, Rice Noodles, Kung Pao Chicken, Rice Bowl, Noodle, Thai Green Curry, Chicken Dim Sum","Asian, Chinese, Momos, Fast Food, Indonesian, Korean"
2708,"Gajar Ka Halwa, Custard, Hara Bhara Kebab, Brownie, Sev Puri, Pasta, Paan Ice Cream","North Indian, Italian"
2709,"\N","Sandwich, Fast Food, Salad, Bakery, Juices"
2710,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Kebab, Biryani, Rolls"
2711,"Brownie, Belgium Chocolate, Tiramisu, Ice Cream Sundae","Desserts"
2712,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food"
2713,"Cocktails, Biryani, Paneer Makhani, Sangria, Tandoori Chicken, Veg Pulao, Tomato Shorba","North Indian, Mughlai"
2714,"Chicken Guntur, Hyderabadi Biryani, Ghee Roast Biryani, Chicken Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani, Raita","Andhra, Biryani, North Indian"
2715,"\N","Healthy Food, Beverages, Fast Food"
2716,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Fast Food"
2717,"Salads, Salad, Sushi, Kung Pao Chicken, Bento Box, Nasi Goreng, Baked Yogurt","Continental, Fast Food, Salad"
2718,"\N","Healthy Food, Mexican, Asian, Continental"
2719,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry","Kerala"
2720,"Chaat, Panipuri, Rajma Chawal, Dahi Bhalle, Dhokla, Thepla","North Indian, Fast Food"
2721,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls","North Indian, Chinese, Continental"
2722,"Chicken, Biryani, Rice, Garlic Naan, Roti","North Indian, Chinese, Rolls"
2723,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Beer, Chicken Nachos","Continental, North Indian, Italian"
2724,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza","Pizza"
2725,"Rolls, Chicken Roll, Chicken Biryani, Chicken Lollipop","North Indian, Chinese, Biryani, Rolls"
2726,"Murgh Ghee Roast, Chicken Guntur, Egg Fried Rice, Thali, Mutton Biryani, Naan, Andhra Meal","North Indian, Chinese, Andhra"
2727,"Garlic Bread, Pasta, Cheesy Pizza","Pizza"
2728,"\N","North Indian, Sandwich, Beverages"
2729,"Chicken Biryani, Burgers, Halwa, Malabari Biryani, Noodles, Shawarma Roll, Barbeque Chicken","Arabian, North Indian, Chinese, Salad, Beverages"
2730,"\N","Biryani, Mughlai, Chinese, North Indian"
2731,"\N","European, Italian, Seafood, Continental"
2732,"Fish, Tandoori Chicken, Neer Dosa, Sea Food","North Indian, Chinese"
2733,"Coffee, Sandwiches, Pasta","Cafe, Fast Food"
2734,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani","North Indian, BBQ, Mughlai"
2735,"Idli Vada, Filter Coffee, Masala Dosa, Curd Rice","South Indian, North Indian, Chinese"
2736,"Biryani, Paratha","North Indian, Mughlai, Biryani"
2737,"Sandwiches, Hot Chocolate Fudge, Faluda, Paneer Sandwich, Grilled Sandwich, Cheese Sandwich, Tomato Soup","Beverages, Desserts"
2738,"\N","Fast Food, Juices, Street Food"
2739,"Fish Fry, Chicken Curry, Duck Roast, Kerala Style Biryani","North Indian, Kerala, Chinese"
2740,"\N","Andhra, South Indian, Chinese, North Indian"
2741,"Pizza","North Indian, Fast Food, Beverages"
2742,"Rasmalai","Mithai"
2743,"Salads, Burgers, Sandwich, Pasta, Pizza, Burrito Bowl, Fish","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
2744,"\N","Continental, Tea, Fast Food, Italian"
2745,"\N","South Indian, Chinese, Seafood, Biryani"
2746,"Lassi, Murgh Lababdar, Chaap, Patiala Paneer, Butter Chicken, Butter Paneer, Chicken Rara","North Indian"
2747,"Garlic Bread, Pasta, Mojito, Masala Lemonade, Nachos, Butter Chicken Pizza, Chocolate Pizza","Italian, Pizza"
2748,"Chaat, Panipuri, Masala Poori, Pav Bhaji, Bhel Puri, Pizza, Dahi Papdi","Fast Food, Street Food, Juices"
2749,"Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","American, Finger Food, BBQ, Steak"
2750,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup","Chinese, Continental, North Indian, Mughlai, Steak"
2751,"Chicken Kebab, Ghee Rice, Chicken Grill, Paratha, Chicken Biryani","North Indian, Biryani"
2752,"\N","North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani"
2753,"Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Seafood"
2754,"\N","North Indian, Bengali, South Indian"
2755,"Paratha, Roti, Paneer Tikka Masala, Bhindi Masala, Aloo Gobhi Masala","North Indian, Mughlai"
2756,"Beer","Continental, Burger, Italian, Pizza, North Indian, Salad"
2757,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails","Italian, Pizza, Mexican"
2758,"Nachos, Cheesy Garlic Bread, Ferrero Rocher","Desserts, Ice Cream"
2759,"Tandoori Fish","North Indian, South Indian, Chinese"
2760,"Prawn","North Indian, Continental, Chinese, Italian"
2761,"Burgers, Ginger Chicken, Virgin Mojito, Crispy Chicken, Rice Bowl, Popcorn","Burger, Fast Food"
2762,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Beer, Paneer Tikka, Tandoori Chicken","Asian, Chinese, Continental, North Indian, South Indian"
2763,"\N","Fast Food, Coffee"
2764,"Paratha, Kaju Barfi, Papdi Chaat","Mithai, Street Food"
2765,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea","South Indian"
2766,"Burgers, Tandoor Chicken Burger, Mutton Whopper, Mutton Burger, Cheesy Fries, Chicken Whopper, Chicken Crisp Burger","Burger, Fast Food, Beverages"
2767,"Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae","Desserts, Ice Cream"
2768,"Pasta, Burgers, Thick Shakes, Sunday Brunch, Apple Pie, Waffles, Sandwiches","Desserts"
2769,"Chicken Biryani, Mutton Biryani, Mutton Seekh Kebab, Vegetable Biryani, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani","Biryani, North Indian, Kebab"
2770,"\N","Biryani, South Indian, Chinese, North Indian"
2771,"Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts","Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos"
2772,"\N","Chinese, Thai, North Indian, South Indian, Continental"
2773,"\N","North Indian, South Indian, Beverages"
2774,"\N","Continental, North Indian, Thai"
2775,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi","North Indian"
2776,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice","North Indian"
2777,"\N","Juices, Sandwich, Burger, Beverages, Continental"
2778,"Chicken Tikka Masala, Chicken Biryani, Mutton Biryani, Chicken Curry, Gajar Ka Halwa, Malai Kebab, Gulab Jamun","North Indian, Mughlai, Biryani, Chinese"
28,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles","South Indian, Seafood, North Indian, Beverages"
29,"Death By Chocolate, Hot Chocolate Fudge, Chocolate Malt, Fudge Cake, Chocolate Sundae, Ice Cream Sundae, Thick Shakes","Ice Cream, Desserts"
30,"Waffles, Cheesecake, Chocolate Bomb, Belgium Chocolate, Ice Cream Sundae, Chocolate Sundae, Chocolate Icecreams","Ice Cream, Desserts"
31,"Tiramisu, Pasta, Pizza, Lasagne, Bruschettas, Mango Mousse, Watermelon Sangria","Italian"
32,"Biryani, Beer","Continental, Thai, North Indian, Chinese"
33,"\N","North Indian, Maharashtrian"
34,"Mocktails, Cocktails, Pasta, Tacos, Beer, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe"
35,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Mocktails, Risotto","Italian, Pizza, Fast Food, Salad"
36,"Liver Fry, Burgers, Pizza","Continental, Asian, Chinese, Italian, North Indian"
37,"Hot Chocolate","Cafe, Continental"
38,"\N","South Indian, Street Food, Chinese"
39,"Manchow Soup, Dragon Rolls, Spring Roll, Sweet Corn Soup, Prawn, Babycorn Manchurian","Chinese, Thai, Momos, Vietnamese"
40,"Murgh Ghee Roast, Biryani, Dal Fry, Fried Rice","North Indian, Chinese, Biryani, Mangalorean"
41,"Pizza, Tandoori Chicken, Mocktails, Sali Boti, Chocolate Mud Pot, Cocktails, Crispy Lotus Stem","Italian, Mediterranean, Pizza"
42,"Burgers, Chocolate Mousse, Peri Peri Wings, Peri Peri Fries, Wedges, Peri Peri Chicken Salad, Salads","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts"
43,"Rolls, Roti, Shawarma, Butter Chicken, Mutton Biryani, Paneer Biryani, Lahori Chicken","North Indian, Kebab, Biryani, Chinese"
44,"Biryani","South Indian, Chinese, North Indian, Biryani"
45,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Chole Bhature, Gol Gappe","Street Food, North Indian"
46,"Garlic Bread, Pepperoni, Chicken Wings, Chicken Pizza, Veggie Pizza, House Pizza","Pizza"
47,"\N","North Indian, Andhra, Biryani"
48,"Burgers, Coke Float, French Fries","Fast Food, Burger"
49,"Sea Food, Malabar Fish Curry","Kerala, North Indian, Chinese"
50,"Sushi, Teriyaki Chicken, Miso Soup, Steak, Tea, Rolls, Ramen","Japanese"
51,"Eggless Cake, Brownie Chocolate, Chocolate Cheese, Cheesecake, Chocolate Truffle, Lava Cake","Bakery, Desserts"
52,"Brownie Fudge Sundae, Cheesecake, Ferrero Rocher Shake, Chocolate Mocha, Chocolate Truffle, Pasta Alfredo, Chocolate Sundae","Bakery, Desserts, Italian"
53,"Mississippi Mud, Brownie","Ice Cream, Desserts"
155,"Burgers, Chicken Fries, Onion Rings, Chicken Whopper, Spicy Chicken Wings, Mutton Whopper, Crispy Veg Burger","Burger, Fast Food, Beverages"
156,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav","Street Food"
157,"Malabar Fish Curry, Appam, Idiyappam, Sea Food, Fish Fry, Thali, Ghee Rice","Kerala, Seafood, Biryani"
158,"Biryani, Burgers","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
159,"Pongal, Khara Bhath, Lassi, Vada, Idli, Paper Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food"
160,"Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav","Tea, Beverages, Fast Food"
161,"Pav Bhaji, Coffee, Set Dosa, Masala Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese"
162,"Coffee, Rava Idli, Kesari Bath, Rava Masala Dosa, Badam Halwa, Vada, Pongal","South Indian"
163,"\N","Burger, Fast Food, Desserts"
164,"Thepla, Poha, Gujarati Food, Paratha, Chocolate Sandwich, Cheese Dabeli","Gujarati, Fast Food"
165,"Pizza, Lava Cake","Pizza"
166,"Veg Puff, Burgers, Cheesecake, Blueberry Cheese Cake, Brownie, Pineapple Pastry, Chocolate Fantasy","Bakery, Desserts"
167,"Mocktails, Manchow Soup, Clear Soup, Chicken Hakka Noodles, Schezwan Rice","Chinese, Thai"
168,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger","Cafe, Burger, Fast Food"
169,"Chaat, Panipuri, Badam Milk, Aloo Tikki Chat","Desserts, Street Food, Mithai"
170,"Milk Shake, Brownie, Belgium Chocolate","Beverages"
171,"Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte","Cafe, Desserts, Continental"
172,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian","North Indian"
173,"Biryani","South Indian, North Indian, Chinese, Biryani"
174,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab"
175,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple","Ice Cream, Desserts"
176,"Donut, Chocolate Cheese","Bakery"
177,"Chicken Guntur","Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab"
178,"Garlic Bread, Veggie Pizza","Pizza, Fast Food"
179,"\N","South Indian, Biryani, North Indian, Chinese"
180,"Coffee, Mutton Steak, Veg Burger, Plum Cake, Ginger Tea","North Indian, Chinese, BBQ"
181,"Badam Milk, Kaju Barfi, Kachori, Rabri, Malpua","Mithai, Street Food"
182,"Paratha, Dal Makhani, Biryani, Gulab Jamun, Sandwiches, Brownie Chocolate, Salads","North Indian, Mughlai, Fast Food"
183,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik","Continental, North Indian, Chinese, BBQ"
223,"Biryani, Sandwich, Thali, Roti, Shahi Paneer","North Indian, Chinese, Fast Food, Beverages, Desserts"
224,"\N","Fast Food, Arabian, North Indian"
225,"\N","Bakery, Fast Food, Burger, Rolls, Beverages"
226,"Rasgulla, Chaat, Rasmalai, Mysore Pak, Badam Milk, Sandwiches, Barfi","Mithai, Street Food"
227,"\N","Continental, Desserts, Beverages, Mexican"
228,"Chaat, Tea, Sev Puri, Chai, Raj Kachori, Coffee, Pakoda","Street Food, Mithai"
229,"Chaat, Chole Bhature, Thali, Rasmalai, Raj Kachori, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese"
230,"Cocktails, Chicken Tikka Pizza, Chicken Popcorn, Chilli Pork, Sangria, Beer, Seafood Pizza","Continental, North Indian, Italian"
231,"\N","South Indian, Kebab, Chinese, Biryani"
232,"Rasgulla, Mishti Doi, Samosa, Kheer Kadam, Veg Cutlet, Rasmalai","Street Food, Mithai"
233,"Biryani, Chole, Paratha, Dal Makhani, Paneer Makhani, Butter Chicken","North Indian, Mughlai, Fast Food"
234,"Fries, Ice Cream Roll, Coffee, Brownie","Desserts"
235,"Roti, Breakfast Buffet, Coffee, Lamb, Salads, Pancakes, Rasmalai","North Indian, Continental, Asian, Italian"
236,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice","Biryani, North Indian, Chinese"
237,"\N","Chinese, North Indian, Street Food"
